ID,TIME,Temp,Dew,RH,Wind,Gust,Weather,Clouds,Visibility
VIDP,20251218 0630Z,61,57,88,250,4,MIFG,FEW100,0.37
VIDP,20251218 0600Z,59,55,88,240,3,FG MIFG,FEW100,0.31
VIDP,20251218 0530Z,59,55,88,VRB,2,FG MIFG,FEW100,0.31
VIDP,20251218 0500Z,57,55,94,VRB,2,FG MIFG,,0.28
VIDP,20251218 0430Z,55,54,94,VRB,2,FG,,0.22
VIDP,20251218 0400Z,55,54,94,VRB,2,FG,,0.22
VIDP,20251218 0330Z,55,55,100,VRB,2,FG FG,,0.12
VIDP,20251218 0300Z,55,54,94,VRB,2,FG,,0.09
VIDP,20251218 0230Z,54,54,100,0,0,FG FG,,0.12
VIDP,20251218 0200Z,54,54,100,0,0,FG FG,,0.12
VIDP,20251218 0130Z,52,52,100,0,0,FG FG,,0.06
VIDP,20251218 0100Z,50,50,100,0,0,FG,,0.06
VIDP,20251218 0030Z,50,50,100,0,0,FG,,0.09
VIDP,20251218 0000Z,50,50,100,0,0,FG FG,,0.12
VIDP,20251217 2330Z,50,50,100,0,0,FG,,0.22
VIDP,20251217 2300Z,50,50,100,0,0,FG,,0.22
VIDP,20251217 2230Z,50,50,100,0,0,FG,,0.22
VIDP,20251217 2200Z,50,50,100,0,0,FG FG,,0.31
VIDP,20251217 2130Z,50,50,100,0,0,FG FG,,0.31
VIDP,20251217 2100Z,50,50,100,0,0,FG FG,,0.31
VIDP,20251217 2030Z,52,50,94,0,0,FG FG,,0.31
VIDP,20251217 2000Z,54,52,94,VRB,2,MIFG MIFG,,0.5
VIDP,20251217 1930Z,54,52,94,100,3,BR MIFG,,0.62
VIDP,20251217 1900Z,54,52,94,120,4,BR,,0.81
VIDP,20251217 1830Z,54,50,88,110,3,BR BR,,1.06
VIDP,20251217 1800Z,55,52,88,110,3,BR,,1.3
VIDP,20251217 1730Z,55,52,88,0,0,BR,,1.43
VIDP,20251217 1700Z,55,52,88,0,0,BR,,1.43
VIDP,20251217 1630Z,59,52,77,0,0,BR,,1.55
VIDP,20251217 1600Z,61,52,72,0,0,HZ,,1.55
VIDP,20251217 1530Z,61,52,72,0,0,HZ,,1.55
VIDP,20251217 1500Z,61,52,72,0,0,HZ,,1.55
VIDP,20251217 1430Z,61,52,72,240,4,HZ,,1.55
VIDP,20251217 1400Z,63,52,68,240,4,HZ,,1.55
VIDP,20251217 1330Z,63,52,68,240,3,HZ,,1.55
VIDP,20251217 1300Z,64,52,64,240,4,HZ,,1.55
VIDP,20251217 1230Z,66,52,60,230,4,HZ,,1.55
VIDP,20251217 1200Z,68,52,56,240,4,HZ,,1.55
VIDP,20251217 1130Z,70,52,53,240,6,HZ,,1.55
VIDP,20251217 1100Z,72,50,46,250,8,HZ,,1.68
VIDP,20251217 1030Z,73,50,44,260,7,HZ,,1.68
VIDP,20251217 1000Z,73,50,44,260,8,HZ,,1.68
VIDP,20251217 0930Z,73,48,41,280,8,HZ,,1.68
VIDP,20251217 0900Z,73,48,41,270,9,HZ,,1.68
VIDP,20251217 0830Z,73,48,41,270,8,HZ,,1.55
VIDP,20251217 0800Z,72,50,46,260,8,HZ,,1.55
VIDP,20251217 0730Z,70,52,53,250,8,HZ,,1.3
VIDP,20251217 0700Z,68,52,56,260,7,HZ,,1.12
VIDP,20251217 0630Z,68,52,56,270,7,HZ,,1.12
VIDP,20251217 0530Z,63,52,68,240,5,HZ HZ,,0.81
VIDP,20251217 0500Z,61,52,72,270,5,HZ,,0.75
VIDP,20251217 0430Z,59,52,77,270,6,BR,,0.75
VIDP,20251217 0400Z,57,52,82,260,6,BR,,0.68
VIDP,20251217 0330Z,55,50,82,260,7,BR,,0.62
VIDP,20251217 0300Z,54,50,88,260,6,BR,,0.62
VIDP,20251217 0230Z,50,48,93,270,5,MIFG,,0.5
VIDP,20251217 0200Z,48,46,93,250,4,MIFG MIFG,,0.56
VIDP,20251217 0130Z,50,46,87,260,4,BR,,0.68
VIDP,20251217 0100Z,50,46,87,250,4,BR,,0.75
VIDP,20251217 0030Z,50,46,87,240,3,BR,,0.81
VIDP,20251217 0000Z,50,46,87,260,4,BR,,0.87
VIDP,20251216 2330Z,50,46,87,250,4,BR,,0.93
VIDP,20251216 2300Z,52,46,82,250,3,BR BR,,0.99
VIDP,20251216 2230Z,52,46,82,250,3,BR,,1.12
VIDP,20251216 2200Z,52,46,82,250,3,BR,,1.12
VIDP,20251216 2130Z,52,48,87,VRB,2,BR,,1.12
VIDP,20251216 2100Z,54,48,82,VRB,2,BR,,1.18
VIDP,20251216 2030Z,54,48,82,VRB,2,BR,,1.3
VIDP,20251216 2000Z,54,48,82,250,3,BR,,1.43
VIDP,20251216 1930Z,54,48,82,VRB,2,BR,,1.43
VIDP,20251216 1900Z,55,50,82,VRB,2,BR,,1.55
VIDP,20251216 1830Z,55,50,82,250,3,BR,,1.55
VIDP,20251216 1800Z,57,50,77,270,3,HZ,,1.55
VIDP,20251216 1700Z,57,50,77,VRB,2,HZ,,1.55
VIDP,20251216 1630Z,59,50,72,260,3,HZ,,1.74
VIDP,20251216 1600Z,59,48,67,260,3,HZ,,1.74
VIDP,20251216 1530Z,59,50,72,260,3,HZ,,1.74
VIDP,20251216 1500Z,61,50,68,270,3,HZ,,1.86
VIDP,20251216 1430Z,61,50,68,260,4,HZ,,1.86
VIDP,20251216 1400Z,61,50,68,250,4,HZ,,1.86
VIDP,20251216 1330Z,63,50,63,260,4,HZ,,1.86
VIDP,20251216 1300Z,64,50,59,260,4,HZ,,1.86
VIDP,20251216 1230Z,66,50,56,250,4,HZ,,1.86
VIDP,20251216 1200Z,66,50,56,260,5,HZ HZ,FEW100,1.99
VIDP,20251216 1130Z,70,48,46,250,5,HZ,,2.17
VIDP,20251216 1100Z,72,48,43,260,7,HZ,,2.17
VIDP,20251216 1030Z,73,46,38,250,8,HZ,,2.17
VIDP,20251216 1000Z,73,46,38,260,8,HZ,,1.86
VIDP,20251216 0930Z,73,46,38,260,10,HZ,,1.86
VIDP,20251216 0900Z,73,46,38,270,10,HZ HZ,,1.74
VIDP,20251216 0830Z,73,46,38,270,10,HZ,,1.55
VIDP,20251216 0800Z,72,46,41,290,11,HZ,,1.37
VIDP,20251216 0730Z,72,46,41,280,9,HZ,,1.12
VIDP,20251216 0700Z,72,46,41,270,9,HZ,,1.06
VIDP,20251216 0630Z,70,46,43,280,8,HZ,,0.93
VIDP,20251216 0600Z,68,48,49,280,6,HZ HZ,,0.81
VIDP,20251216 0530Z,64,50,59,290,5,HZ,,0.75
VIDP,20251216 0500Z,61,52,72,290,6,HZ,,0.62
VIDP,20251216 0430Z,57,54,88,260,6,MIFG,,0.5
VIDP,20251216 0400Z,55,52,88,260,6,MIFG MIFG,,0.43
VIDP,20251216 0330Z,54,52,94,260,6,MIFG,,0.43
VIDP,20251216 0300Z,52,50,94,260,5,MIFG,,0.37
VIDP,20251216 0230Z,50,48,93,250,5,MIFG,,0.37
VIDP,20251216 0200Z,48,45,87,260,6,MIFG MIFG,,0.5
VIDP,20251216 0130Z,48,46,93,250,5,BR MIFG,,0.62
VIDP,20251216 0100Z,48,46,93,250,5,BR,,0.75
VIDP,20251216 0030Z,48,46,93,260,4,BR,,0.75
VIDP,20251216 0000Z,50,48,93,250,5,BR,,0.75
VIDP,20251215 2330Z,50,48,93,250,4,BR,,0.75
VIDP,20251215 2300Z,52,48,87,250,5,BR,,0.81
VIDP,20251215 2230Z,52,48,87,250,4,BR,,0.81
VIDP,20251215 2200Z,52,48,87,240,3,BR,,0.81
VIDP,20251215 2130Z,54,50,88,250,2,BR,,0.81
VIDP,20251215 2100Z,54,50,88,220,2,BR,,0.93
VIDP,20251215 2030Z,54,50,88,250,2,BR,,0.93
VIDP,20251215 2000Z,54,50,88,270,2,BR,,0.93
VIDP,20251215 1930Z,55,52,88,250,2,BR,,0.93
VIDP,20251215 1900Z,55,52,88,0,0,BR,,0.93
VIDP,20251215 1830Z,55,52,88,240,2,BR BR,,0.99
VIDP,20251215 1800Z,55,52,88,230,2,BR,,0.99
VIDP,20251215 1730Z,55,52,88,240,2,BR,,0.99
VIDP,20251215 1700Z,57,54,88,260,2,BR,,0.99
VIDP,20251215 1630Z,57,54,88,250,3,BR,,0.99
VIDP,20251215 1600Z,57,54,88,240,4,BR,,0.99
VIDP,20251215 1530Z,59,54,82,250,4,BR,,0.99
VIDP,20251215 1500Z,61,54,77,240,4,BR,,0.99
VIDP,20251215 1430Z,61,54,77,230,3,BR,,0.99
VIDP,20251215 1400Z,61,52,72,VRB,2,HZ,,0.99
VIDP,20251215 1330Z,61,52,72,VRB,2,HZ,,0.99
VIDP,20251215 1300Z,63,52,68,VRB,2,HZ,,0.99
VIDP,20251215 1230Z,64,52,64,VRB,2,HZ HZ,,0.87
VIDP,20251215 1200Z,66,52,60,VRB,2,HZ,,0.87
,,,,,,,,,
VABB,20251218 0630Z,90,54,30,110,6,FU,,1.86
VABB,20251218 0600Z,88,52,29,120,7,FU,,1.86
VABB,20251218 0530Z,86,54,33,130,8,FU,,1.86
VABB,20251218 0500Z,84,54,35,140,8,FU FU,,1.55
VABB,20251218 0430Z,82,54,37,130,10,FU,,1.55
VABB,20251218 0400Z,81,54,39,130,7,FU,,1.55
VABB,20251218 0330Z,79,55,45,130,8,FU,,1.55
VABB,20251218 0300Z,77,55,47,120,6,FU,,1.55
VABB,20251218 0230Z,75,54,47,110,5,FU,,1.3
VABB,20251218 0200Z,75,54,47,120,4,FU,,1.55
VABB,20251218 0130Z,75,54,47,120,4,FU,,1.55
VABB,20251218 0100Z,73,54,50,100,3,FU,,1.55
VABB,20251218 0030Z,75,55,50,130,4,FU,,1.55
VABB,20251218 0000Z,75,55,50,140,4,FU,,1.55
VABB,20251217 2330Z,75,57,54,150,3,FU,,1.55
VABB,20251217 2300Z,75,57,54,170,5,FU,,1.55
VABB,20251217 2230Z,73,59,61,0,0,FU,,1.55
VABB,20251217 2200Z,75,61,61,0,0,FU,,1.55
VABB,20251217 2130Z,77,59,54,0,0,FU,,1.55
VABB,20251217 2100Z,79,59,51,0,0,FU,,1.55
VABB,20251217 2030Z,79,59,51,110,3,FU,,1.55
VABB,20251217 2000Z,79,59,51,0,0,FU,,1.55
VABB,20251217 1930Z,79,59,51,0,0,FU,,1.55
VABB,20251217 1900Z,81,59,48,80,3,FU,,1.55
VABB,20251217 1830Z,81,61,51,60,5,FU,,1.55
VABB,20251217 1800Z,81,61,51,120,5,FU,,1.55
VABB,20251217 1730Z,81,63,54,120,7,FU,,1.55
VABB,20251217 1700Z,82,61,48,150,4,FU,,1.55
VABB,20251217 1630Z,81,63,54,0,0,FU,,1.55
VABB,20251217 1600Z,82,63,51,360,4,FU,,1.86
VABB,20251217 1530Z,82,63,51,10,4,FU,,1.86
VABB,20251217 1500Z,82,61,48,360,3,FU,,1.86
VABB,20251217 1430Z,84,59,43,360,5,FU,,1.86
VABB,20251217 1400Z,84,61,45,360,5,FU,,1.86
VABB,20251217 1330Z,84,61,45,10,5,FU,,1.86
VABB,20251217 1300Z,86,61,43,350,6,FU,,1.86
VABB,20251217 1230Z,86,61,43,330,5,FU,,1.86
VABB,20251217 1200Z,88,61,40,330,7,FU,,1.86
VABB,20251217 1130Z,90,61,38,310,8,FU,,1.86
VABB,20251217 1100Z,90,61,38,310,7,FU,,1.86
VABB,20251217 1030Z,90,61,38,290,7,FU,,1.86
VABB,20251217 1000Z,90,61,38,270,10,FU,,1.86
VABB,20251217 0930Z,91,61,36,260,7,FU,,1.86
VABB,20251217 0900Z,91,59,34,280,7,FU,FEW100,1.86
VABB,20251217 0830Z,88,63,43,280,8,FU,,1.86
VABB,20251217 0800Z,91,55,30,190,4,FU,,1.86
VABB,20251217 0730Z,90,55,32,130,6,FU,,1.86
VABB,20251217 0700Z,90,55,32,110,6,FU,,1.55
VABB,20251217 0630Z,88,54,31,120,9,FU FU,,1.55
VABB,20251217 0600Z,86,55,35,120,8,FU,,1.55
VABB,20251217 0530Z,84,54,35,130,8,FU,,1.55
VABB,20251217 0500Z,82,55,40,120,9,FU,,1.55
VABB,20251217 0430Z,82,54,37,120,9,FU,,1.55
VABB,20251217 0400Z,81,54,39,130,10,FU,,1.55
VABB,20251217 0330Z,79,54,42,120,11,FU,,1.55
VABB,20251217 0300Z,77,54,44,120,8,FU,,1.55
VABB,20251217 0230Z,77,52,41,120,5,FU,FEW100,1.55
VABB,20251217 0200Z,75,52,44,80,4,FU,FEW100,1.55
VABB,20251217 0130Z,77,52,41,140,4,FU,FEW100,1.55
VABB,20251217 0100Z,75,52,44,100,4,FU,,1.86
VABB,20251217 0030Z,77,54,44,80,6,FU,,1.86
VABB,20251217 0000Z,75,54,47,100,3,FU,,1.86
VABB,20251216 2330Z,75,55,50,120,3,FU,,1.86
VABB,20251216 2300Z,75,55,50,180,3,FU,,1.86
VABB,20251216 2230Z,72,57,60,0,0,FU,,1.86
VABB,20251216 2200Z,75,55,50,120,4,FU,,1.86
VABB,20251216 2130Z,77,55,47,120,4,FU,,1.86
VABB,20251216 2100Z,79,55,45,150,3,FU,,1.86
VABB,20251216 2030Z,77,57,50,150,3,FU,,1.86
VABB,20251216 2000Z,79,57,48,70,6,FU,,1.86
VABB,20251216 1930Z,79,57,48,50,6,FU,,1.86
VABB,20251216 1900Z,81,57,45,60,7,FU,,1.86
VABB,20251216 1830Z,81,59,48,60,7,FU,,1.86
VABB,20251216 1800Z,79,61,54,60,4,FU,,1.86
VABB,20251216 1730Z,79,61,54,60,4,FU,,1.86
VABB,20251216 1700Z,79,63,58,80,4,FU,,1.86
VABB,20251216 1630Z,82,63,51,60,6,FU,,1.86
VABB,20251216 1600Z,81,64,58,20,5,FU,,1.86
VABB,20251216 1530Z,81,64,58,50,5,FU,,1.86
VABB,20251216 1500Z,81,61,51,360,6,FU,,1.86
VABB,20251216 1430Z,81,64,58,360,4,FU,,1.86
VABB,20251216 1400Z,81,66,62,340,6,FU,,1.86
VABB,20251216 1330Z,82,64,55,330,7,FU,,1.86
VABB,20251216 1300Z,82,63,51,320,6,FU FU,,2.17
VABB,20251216 1230Z,82,64,55,290,8,FU,,2.17
VABB,20251216 1200Z,84,61,45,290,9,FU,,2.17
VABB,20251216 1130Z,88,61,40,290,7,FU,,2.17
VABB,20251216 1100Z,90,52,28,0,0,FU,,2.48
VABB,20251216 1030Z,90,52,28,120,4,FU,,2.48
VABB,20251216 1000Z,90,52,28,150,7,FU,,2.48
VABB,20251216 0930Z,90,50,26,140,9,FU,,2.48
VABB,20251216 0900Z,90,50,26,120,9,FU,,2.48
VABB,20251216 0830Z,90,50,26,130,9,FU,,2.48
VABB,20251216 0800Z,90,54,30,100,9,FU,,2.17
VABB,20251216 0730Z,88,54,31,120,10,FU,,1.86
VABB,20251216 0700Z,86,54,33,110,9,FU,,1.86
VABB,20251216 0630Z,86,52,31,130,12,FU,,1.86
VABB,20251216 0600Z,84,50,31,130,13,FU,,1.86
VABB,20251216 0530Z,84,50,31,130,11,FU,,1.86
VABB,20251216 0500Z,82,52,35,120,10,FU FU,,1.55
VABB,20251216 0430Z,79,55,45,130,10,FU,,1.55
VABB,20251216 0400Z,77,52,41,120,11,FU,,1.55
VABB,20251216 0330Z,75,52,44,120,10,FU,,1.55
VABB,20251216 0300Z,75,50,41,120,10,FU,,1.55
VABB,20251216 0230Z,73,50,44,120,10,FU,,1.55
VABB,20251216 0200Z,72,48,43,120,10,FU,,1.55
VABB,20251216 0130Z,73,48,41,120,10,FU,,1.55
VABB,20251216 0100Z,73,48,41,110,9,FU,,1.86
VABB,20251216 0030Z,72,48,43,120,9,FU,,1.86
VABB,20251216 0000Z,73,48,41,100,8,FU,,1.86
VABB,20251215 2330Z,75,46,36,120,8,FU,,1.86
VABB,20251215 2300Z,75,48,38,150,6,FU,,1.86
VABB,20251215 2230Z,72,48,43,140,3,FU,,1.86
VABB,20251215 2200Z,73,48,41,0,0,FU,,1.86
VABB,20251215 2130Z,77,48,36,70,6,FU,,1.86
VABB,20251215 2100Z,77,50,39,70,6,FU,,1.86
VABB,20251215 2030Z,77,52,41,70,6,FU,,1.86
VABB,20251215 2000Z,75,52,44,70,5,FU,,1.86
VABB,20251215 1930Z,77,54,44,90,5,FU,,1.86
VABB,20251215 1900Z,77,54,44,90,4,FU,,1.86
VABB,20251215 1830Z,77,54,44,80,4,FU,,1.86
VABB,20251215 1800Z,79,52,39,110,4,FU,,1.86
VABB,20251215 1730Z,79,55,45,60,6,FU,,1.86
VABB,20251215 1700Z,79,55,45,100,4,FU,,1.86
VABB,20251215 1630Z,81,57,45,180,3,FU,,1.86
VABB,20251215 1600Z,81,57,45,310,3,FU,,1.86
VABB,20251215 1530Z,79,57,48,0,0,FU,,1.86
VABB,20251215 1500Z,81,57,45,20,4,FU,,1.86
VABB,20251215 1430Z,82,57,42,10,5,FU,,1.86
VABB,20251215 1400Z,82,55,40,10,5,FU,,1.86
VABB,20251215 1330Z,84,57,40,360,6,FU FU,,2.17
VABB,20251215 1300Z,84,57,40,10,5,FU,,2.48
VABB,20251215 1230Z,86,50,29,20,7,FU,,2.48
VABB,20251215 1200Z,88,50,27,20,8,FU,,2.48
VABB,20251215 1130Z,88,48,26,40,6,FU,,2.48
,,,,,,,,,
VOHS,20251218 0600Z,79,46,32,40,6,HZ,,3.11
VOHS,20251218 0530Z,77,46,34,30,8,HZ,,3.11
VOHS,20251218 0500Z,75,48,38,50,9,HZ,,2.48
VOHS,20251218 0430Z,73,48,41,50,10,HZ,,2.48
VOHS,20251218 0400Z,72,50,46,50,10,HZ,,1.86
VOHS,20251218 0330Z,70,50,49,40,7,HZ,,1.86
VOHS,20251218 0300Z,66,52,60,30,5,BR HZ,,1.12
VOHS,20251218 0230Z,64,52,64,20,7,BR,,0.93
VOHS,20251218 0200Z,61,52,72,40,4,BR FG,,0.75
VOHS,20251218 0130Z,59,52,77,30,5,BR,,0.93
VOHS,20251218 0100Z,59,54,82,20,4,BR BR,,1.12
VOHS,20251218 0030Z,59,54,82,10,5,BR,,1.24
VOHS,20251218 0000Z,59,52,77,360,5,BR BR,,1.24
VOHS,20251217 2330Z,61,52,72,10,5,BR,,1.24
VOHS,20251217 2300Z,61,52,72,20,4,BR,,1.24
VOHS,20251217 2230Z,61,50,68,30,5,BR,,1.24
VOHS,20251217 2200Z,61,52,72,40,3,BR BR,,1.86
VOHS,20251217 2130Z,61,50,68,60,5,HZ BR,,2.48
VOHS,20251217 2100Z,63,52,68,60,6,HZ,,2.48
VOHS,20251217 2030Z,63,52,68,60,6,HZ,,2.48
VOHS,20251217 2000Z,63,52,68,60,5,HZ,,2.48
VOHS,20251217 1930Z,63,52,68,VRB,4,HZ,,2.48
VOHS,20251217 1900Z,63,52,68,80,5,HZ,,2.48
VOHS,20251217 1830Z,63,54,72,80,7,HZ,,2.48
VOHS,20251217 1800Z,63,54,72,VRB,4,HZ,,2.48
VOHS,20251217 1730Z,63,52,68,VRB,4,HZ,,2.48
VOHS,20251217 1700Z,66,52,60,VRB,4,HZ,,2.48
VOHS,20251217 1630Z,66,54,64,90,5,HZ,,2.48
VOHS,20251217 1600Z,66,54,64,80,5,HZ,,2.48
VOHS,20251217 1530Z,66,54,64,VRB,4,HZ,,2.48
VOHS,20251217 1500Z,68,52,56,90,5,HZ,,2.48
VOHS,20251217 1430Z,68,50,53,90,5,HZ,,2.48
VOHS,20251217 1400Z,70,50,49,80,5,HZ,,2.48
VOHS,20251217 1330Z,70,50,49,70,5,HZ,,2.48
VOHS,20251217 1300Z,72,48,43,90,5,HZ,,2.48
VOHS,20251217 1230Z,72,48,43,80,5,HZ,,2.48
VOHS,20251217 1200Z,75,48,38,80,5,HZ,,2.48
VOHS,20251217 1130Z,79,48,34,90,5,HZ,,2.48
VOHS,20251217 1100Z,82,48,30,80,7,HZ,,2.48
VOHS,20251217 1030Z,82,48,30,60,6,HZ,,2.48
VOHS,20251217 1000Z,82,48,30,60,7,HZ,,2.48
VOHS,20251217 0930Z,82,48,30,60,5,HZ,,2.48
VOHS,20251217 0900Z,82,48,30,30,6,HZ,,2.48
VOHS,20251217 0830Z,81,48,32,50,6,HZ,,2.48
VOHS,20251217 0800Z,81,50,34,40,6,HZ,,2.48
VOHS,20251217 0730Z,81,50,34,40,8,HZ,,2.48
VOHS,20251217 0700Z,79,52,39,50,5,HZ,,2.48
VOHS,20251217 0630Z,77,52,41,70,9,HZ,,2.48
VOHS,20251217 0600Z,75,54,47,100,7,HZ,,2.48
VOHS,20251217 0530Z,73,55,53,60,6,HZ,,2.48
VOHS,20251217 0500Z,75,55,50,60,8,HZ,,2.48
VOHS,20251217 0430Z,73,55,53,50,7,HZ,,2.48
VOHS,20251217 0400Z,72,55,57,80,6,HZ HZ,,1.86
VOHS,20251217 0330Z,70,55,60,70,8,HZ HZ,,1.24
VOHS,20251217 0300Z,68,57,68,60,5,BR,,1.24
VOHS,20251217 0230Z,64,57,77,VRB,3,BR BR,,0.93
VOHS,20251217 0200Z,57,55,94,VRB,4,BR,,0.93
VOHS,20251217 0130Z,57,55,94,VRB,4,BR,,0.93
VOHS,20251217 0100Z,57,55,94,70,4,BR,,0.93
VOHS,20251217 0030Z,59,57,94,VRB,4,BR,,1.24
VOHS,20251217 0000Z,59,57,94,VRB,4,BR,,1.55
VOHS,20251216 2330Z,57,55,94,80,5,BR,,1.55
VOHS,20251216 2300Z,57,55,94,VRB,3,BR,,1.55
VOHS,20251216 2230Z,57,55,94,VRB,3,BR,,1.86
VOHS,20251216 2200Z,59,57,94,100,3,BR,,1.86
VOHS,20251216 2130Z,59,57,94,100,4,BR,,1.86
VOHS,20251216 2100Z,63,57,82,100,5,BR,,1.86
VOHS,20251216 2030Z,61,59,94,100,5,BR,,1.86
VOHS,20251216 2000Z,61,59,94,100,5,BR,,1.86
VOHS,20251216 1930Z,63,59,88,100,5,BR,,1.86
VOHS,20251216 1900Z,63,59,88,100,4,BR,,1.86
VOHS,20251216 1830Z,61,57,88,100,5,HZ,,3.11
VOHS,20251216 1800Z,63,57,82,100,5,HZ,,3.11
VOHS,20251216 1730Z,63,59,88,110,5,HZ,,3.11
VOHS,20251216 1700Z,64,59,83,110,5,HZ,,3.11
VOHS,20251216 1630Z,64,59,83,100,5,HZ,,3.11
VOHS,20251216 1600Z,64,57,77,100,6,HZ,,3.11
VOHS,20251216 1530Z,66,57,73,110,6,HZ,,3.11
VOHS,20251216 1500Z,66,57,73,100,6,HZ,,3.11
VOHS,20251216 1430Z,68,55,64,110,6,HZ,,3.11
VOHS,20251216 1400Z,68,54,60,110,5,HZ,,3.11
VOHS,20251216 1330Z,70,50,49,90,5,HZ,,3.11
VOHS,20251216 1300Z,70,50,49,90,5,HZ,,3.11
VOHS,20251216 1230Z,72,50,46,100,5,HZ,,3.11
VOHS,20251216 1130Z,79,46,32,90,6,HZ,,3.11
VOHS,20251216 1100Z,79,48,34,80,7,HZ,,3.11
VOHS,20251216 1030Z,79,48,34,80,7,HZ,,3.11
VOHS,20251216 1000Z,81,48,32,70,6,HZ,,3.11
VOHS,20251216 0930Z,81,48,32,90,9,HZ,,3.11
VOHS,20251216 0900Z,81,48,32,90,9,HZ,,3.11
VOHS,20251216 0830Z,79,52,39,90,8,HZ,,3.11
VOHS,20251216 0800Z,79,50,37,70,6,HZ,,3.11
VOHS,20251216 0730Z,79,52,39,140,5,HZ,,3.11
VOHS,20251216 0700Z,77,52,41,100,6,HZ,,3.11
VOHS,20251216 0630Z,75,54,47,100,9,HZ,,3.11
VOHS,20251216 0600Z,75,54,47,100,9,HZ,,3.11
VOHS,20251216 0530Z,73,54,50,90,9,HZ,,3.11
VOHS,20251216 0500Z,73,55,53,80,12,HZ,,3.11
VOHS,20251216 0430Z,72,55,57,100,10,HZ,,3.11
VOHS,20251216 0400Z,70,55,60,100,9,HZ,,3.11
VOHS,20251216 0330Z,66,55,68,100,6,BR HZ,,1.86
VOHS,20251216 0300Z,64,54,68,100,7,BR,,1.86
VOHS,20251216 0230Z,64,54,68,100,7,BR,,1.86
VOHS,20251216 0200Z,55,54,94,100,4,BR,,1.86
VOHS,20251216 0130Z,57,54,88,130,4,BR,,1.86
VOHS,20251216 0100Z,57,54,88,100,4,BR,,1.86
VOHS,20251216 0030Z,59,54,82,60,5,BR,,1.86
VOHS,20251216 0000Z,59,54,82,60,5,BR,,1.86
VOHS,20251215 2330Z,61,54,77,40,5,BR,,1.86
VOHS,20251215 2300Z,61,54,77,90,4,BR,,2.48
VOHS,20251215 2230Z,61,54,77,90,4,BR,,2.48
VOHS,20251215 2200Z,59,54,82,90,4,BR,,2.48
VOHS,20251215 2130Z,59,54,82,90,4,BR,,2.48
VOHS,20251215 2100Z,59,54,82,90,4,BR,,2.48
VOHS,20251215 2030Z,59,55,88,70,4,BR,,2.48
VOHS,20251215 2000Z,61,55,82,80,4,BR,,2.48
VOHS,20251215 1930Z,61,55,82,70,5,BR,,2.48
VOHS,20251215 1900Z,61,55,82,90,5,BR,,2.48
VOHS,20251215 1830Z,61,55,82,80,6,BR,,2.48
VOHS,20251215 1800Z,61,55,82,70,6,BR,,2.48
VOHS,20251215 1730Z,61,55,82,80,5,BR,,2.48
VOHS,20251215 1700Z,61,54,77,80,4,HZ,,2.48
VOHS,20251215 1630Z,64,54,68,130,4,HZ BR,,3.11
VOHS,20251215 1600Z,64,54,68,140,4,HZ,,3.11
VOHS,20251215 1530Z,64,54,68,120,5,HZ,,3.11
VOHS,20251215 1500Z,66,54,64,120,5,HZ,,3.11
VOHS,20251215 1430Z,66,54,64,120,5,HZ,,3.11
VOHS,20251215 1400Z,68,52,56,110,5,HZ,,3.11
VOHS,20251215 1330Z,68,50,53,100,5,HZ,,3.11
VOHS,20251215 1300Z,68,50,53,80,5,HZ,,3.11
VOHS,20251215 1230Z,70,48,46,80,5,HZ,,3.11
VOHS,20251215 1200Z,73,46,38,80,5,HZ,,3.11
VOHS,20251215 1130Z,77,46,34,100,6,HZ,,3.11
